	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
358827	Switzerland/TI-ETHZ-450113/2021	EPI_ISL_899096	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358828	Switzerland/TI-ETHZ-450149/2021	EPI_ISL_899850	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358829	Switzerland/TI-ETHZ-451631/2021	EPI_ISL_899038	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358830	Switzerland/TI-ETHZ-451677/2021	EPI_ISL_899851	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358831	Switzerland/TI-ETHZ-451717/2021	EPI_ISL_899852	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358832	Switzerland/TI-ETHZ-451724/2021	EPI_ISL_899005	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358833	Switzerland/TI-ETHZ-451747/2021	EPI_ISL_899853	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358835	Switzerland/TI-SNRCI-1223/2020	EPI_ISL_860734	Swiss National Reference Centre for Influenza	Swiss National Reference Centre for Influenza	Ana Rita Gonçalves Cabecinhas et al
358836	Switzerland/TI-SNRCI-265/2020	EPI_ISL_860751	Swiss National Reference Centre for Influenza	Swiss National Reference Centre for Influenza	Ana Rita Gonçalves Cabecinhas et al
358860	Switzerland/UR-ETHZ-170004/2020	EPI_ISL_486519	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358861	Switzerland/UR-ETHZ-170010/2020	EPI_ISL_486524	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358862	Switzerland/UR-ETHZ-180049/2020	EPI_ISL_489984	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358863	Switzerland/UR-ETHZ-180051/2020	EPI_ISL_489985	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358864	Switzerland/UR-ETHZ-190001/2020	EPI_ISL_498619	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358865	Switzerland/UR-ETHZ-190027/2020	EPI_ISL_500891	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358866	Switzerland/UR-ETHZ-190042/2020	EPI_ISL_500904	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358867	Switzerland/UR-ETHZ-200013/2020	EPI_ISL_510702	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358868	Switzerland/UR-ETHZ-200014/2020	EPI_ISL_510703	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358869	Switzerland/UR-ETHZ-210026/2020	EPI_ISL_510770	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358870	Switzerland/UR-ETHZ-210055/2020	EPI_ISL_510789	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358871	Switzerland/UR-ETHZ-210062/2020	EPI_ISL_510795	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358872	Switzerland/UR-ETHZ-210068/2020	EPI_ISL_510799	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358873	Switzerland/UR-ETHZ-220021/2020	EPI_ISL_512004	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358874	Switzerland/UR-ETHZ-240077/2020	EPI_ISL_523915	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358875	Switzerland/UR-ETHZ-240078/2020	EPI_ISL_523916	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358876	Switzerland/UR-ETHZ-240082/2020	EPI_ISL_523919	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358877	Switzerland/UR-ETHZ-240087/2020	EPI_ISL_523923	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358878	Switzerland/UR-ETHZ-250069/2020	EPI_ISL_535594	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358879	Switzerland/UR-ETHZ-250072/2020	EPI_ISL_535597	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358880	Switzerland/UR-ETHZ-250131/2020	EPI_ISL_535638	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358881	Switzerland/UR-ETHZ-260015/2020	EPI_ISL_539350	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358882	Switzerland/UR-ETHZ-260018/2020	EPI_ISL_539353	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358883	Switzerland/UR-ETHZ-260095/2020	EPI_ISL_539415	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358884	Switzerland/UR-ETHZ-260096/2020	EPI_ISL_539416	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358885	Switzerland/UR-ETHZ-300265/2020	EPI_ISL_603297	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358886	Switzerland/UR-ETHZ-300437/2020	EPI_ISL_603391	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358887	Switzerland/UR-ETHZ-300472/2020	EPI_ISL_603419	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358888	Switzerland/UR-ETHZ-310469/2020	EPI_ISL_603540	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358889	Switzerland/UR-ETHZ-310475/2020	EPI_ISL_603546	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358890	Switzerland/UR-ETHZ-321379/2020	EPI_ISL_603623	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358891	Switzerland/UR-ETHZ-321380/2020	EPI_ISL_603624	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358892	Switzerland/UR-ETHZ-321385/2020	EPI_ISL_603628	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358893	Switzerland/UR-ETHZ-321442/2020	EPI_ISL_603667	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358894	Switzerland/UR-ETHZ-321450/2020	EPI_ISL_603672	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358895	Switzerland/UR-ETHZ-321458/2020	EPI_ISL_603673	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358896	Switzerland/UR-ETHZ-321459/2020	EPI_ISL_603674	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358897	Switzerland/UR-ETHZ-321517/2020	EPI_ISL_603726	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358898	Switzerland/UR-ETHZ-321519/2020	EPI_ISL_603728	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358899	Switzerland/UR-ETHZ-321521/2020	EPI_ISL_603730	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358900	Switzerland/UR-ETHZ-321534/2020	EPI_ISL_603743	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358901	Switzerland/UR-ETHZ-321535/2020	EPI_ISL_603744	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358902	Switzerland/UR-ETHZ-321536/2020	EPI_ISL_603745	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358903	Switzerland/UR-ETHZ-321539/2020	EPI_ISL_603748	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358904	Switzerland/UR-ETHZ-321541/2020	EPI_ISL_603750	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358905	Switzerland/UR-ETHZ-321542/2020	EPI_ISL_603751	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
358906	Switzerland/UR-ETHZ-430277/2020	EPI_ISL_796225	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358907	Switzerland/UR-ETHZ-430330/2020	EPI_ISL_796223	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358908	Switzerland/UR-ETHZ-430332/2020	EPI_ISL_796316	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358909	Switzerland/UR-ETHZ-430376/2020	EPI_ISL_796226	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
358910	Switzerland/UR-UHB-42557261/2020	EPI_ISL_931242	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
358911	Switzerland/VD-32796243/2020	EPI_ISL_847918	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358912	Switzerland/VD-32853610/2021	EPI_ISL_847855	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358913	Switzerland/VD-32918431/2021	EPI_ISL_864735	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358914	Switzerland/VD-32938885/2021	EPI_ISL_864734	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358915	Switzerland/VD-32979779/2021	EPI_ISL_897929	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358916	Switzerland/VD-32985072/2021	EPI_ISL_897930	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358917	Switzerland/VD-33012526/2021	EPI_ISL_897931	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358918	Switzerland/VD-33013136/2021	EPI_ISL_897932	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358919	Switzerland/VD-33013585/2021	EPI_ISL_897933	University Hospitals of Geneva, Laboratory of Virology	HUG, Laboratory of Virology and the Health2030 Genome Center	Samuel Cordey et al
358921	Switzerland/VD-42479225/2020	EPI_ISL_831015	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
358922	Switzerland/VD-42485796/2020	EPI_ISL_831016	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
359002	Switzerland/VD-ETHZ-140025/2020	EPI_ISL_476091	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359005	Switzerland/VD-ETHZ-150017/2020	EPI_ISL_483656	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359006	Switzerland/VD-ETHZ-150036/2020	EPI_ISL_483664	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359007	Switzerland/VD-ETHZ-170021/2020	EPI_ISL_486533	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359008	Switzerland/VD-ETHZ-170024/2020	EPI_ISL_486536	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359009	Switzerland/VD-ETHZ-180039/2020	EPI_ISL_489977	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359010	Switzerland/VD-ETHZ-180052/2020	EPI_ISL_489986	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359011	Switzerland/VD-ETHZ-190023/2020	EPI_ISL_500888	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359012	Switzerland/VD-ETHZ-190030/2020	EPI_ISL_500893	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359013	Switzerland/VD-ETHZ-190040/2020	EPI_ISL_500902	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359014	Switzerland/VD-ETHZ-190044/2020	EPI_ISL_500906	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359015	Switzerland/VD-ETHZ-190087/2020	EPI_ISL_500943	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359016	Switzerland/VD-ETHZ-200010/2020	EPI_ISL_510699	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359017	Switzerland/VD-ETHZ-200031/2020	EPI_ISL_510720	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359018	Switzerland/VD-ETHZ-200065/2020	EPI_ISL_510746	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359019	Switzerland/VD-ETHZ-200069/2020	EPI_ISL_510750	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359020	Switzerland/VD-ETHZ-200070/2020	EPI_ISL_510751	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359021	Switzerland/VD-ETHZ-210002/2020	EPI_ISL_511984	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359022	Switzerland/VD-ETHZ-210053/2020	EPI_ISL_511990	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359023	Switzerland/VD-ETHZ-210061/2020	EPI_ISL_510794	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359024	Switzerland/VD-ETHZ-220002/2020	EPI_ISL_511995	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359025	Switzerland/VD-ETHZ-220003/2020	EPI_ISL_511996	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359026	Switzerland/VD-ETHZ-220022/2020	EPI_ISL_512005	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359027	Switzerland/VD-ETHZ-220035/2020	EPI_ISL_512016	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359028	Switzerland/VD-ETHZ-220060/2020	EPI_ISL_512030	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359029	Switzerland/VD-ETHZ-220066/2020	EPI_ISL_512035	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359030	Switzerland/VD-ETHZ-220087/2020	EPI_ISL_512052	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359031	Switzerland/VD-ETHZ-230015/2020	EPI_ISL_516558	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359032	Switzerland/VD-ETHZ-230041/2020	EPI_ISL_516580	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359033	Switzerland/VD-ETHZ-230064/2020	EPI_ISL_516599	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359034	Switzerland/VD-ETHZ-230066/2020	EPI_ISL_516601	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359035	Switzerland/VD-ETHZ-230067/2020	EPI_ISL_516602	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359036	Switzerland/VD-ETHZ-230068/2020	EPI_ISL_516603	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359037	Switzerland/VD-ETHZ-240074/2020	EPI_ISL_523912	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359038	Switzerland/VD-ETHZ-250066/2020	EPI_ISL_535592	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359039	Switzerland/VD-ETHZ-250071/2020	EPI_ISL_535596	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359040	Switzerland/VD-ETHZ-250101/2020	EPI_ISL_535617	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359041	Switzerland/VD-ETHZ-250104/2020	EPI_ISL_535619	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359042	Switzerland/VD-ETHZ-250133/2020	EPI_ISL_535639	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359043	Switzerland/VD-ETHZ-250143/2020	EPI_ISL_535646	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359044	Switzerland/VD-ETHZ-250145/2020	EPI_ISL_535647	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359045	Switzerland/VD-ETHZ-260016/2020	EPI_ISL_539351	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359046	Switzerland/VD-ETHZ-260019/2020	EPI_ISL_539354	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359047	Switzerland/VD-ETHZ-260038/2020	EPI_ISL_539368	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359048	Switzerland/VD-ETHZ-260039/2020	EPI_ISL_539369	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359049	Switzerland/VD-ETHZ-260040/2020	EPI_ISL_539370	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359050	Switzerland/VD-ETHZ-260053/2020	EPI_ISL_539380	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359051	Switzerland/VD-ETHZ-260069/2020	EPI_ISL_539392	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359052	Switzerland/VD-ETHZ-260070/2020	EPI_ISL_539393	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359053	Switzerland/VD-ETHZ-260073/2020	EPI_ISL_539395	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359054	Switzerland/VD-ETHZ-260076/2020	EPI_ISL_539398	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359055	Switzerland/VD-ETHZ-260077/2020	EPI_ISL_539399	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359056	Switzerland/VD-ETHZ-260078/2020	EPI_ISL_539400	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359057	Switzerland/VD-ETHZ-260090/2020	EPI_ISL_539411	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359058	Switzerland/VD-ETHZ-260097/2020	EPI_ISL_539417	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359059	Switzerland/VD-ETHZ-260098/2020	EPI_ISL_539418	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359060	Switzerland/VD-ETHZ-260099/2020	EPI_ISL_539419	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359061	Switzerland/VD-ETHZ-260100/2020	EPI_ISL_539420	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359062	Switzerland/VD-ETHZ-260144/2020	EPI_ISL_539440	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359063	Switzerland/VD-ETHZ-260145/2020	EPI_ISL_539441	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359064	Switzerland/VD-ETHZ-260159/2020	EPI_ISL_539453	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359065	Switzerland/VD-ETHZ-260177/2020	EPI_ISL_539468	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359066	Switzerland/VD-ETHZ-260182/2020	EPI_ISL_539472	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359067	Switzerland/VD-ETHZ-260191/2020	EPI_ISL_539479	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359068	Switzerland/VD-ETHZ-260192/2020	EPI_ISL_539480	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359069	Switzerland/VD-ETHZ-260195/2020	EPI_ISL_539481	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359070	Switzerland/VD-ETHZ-260196/2020	EPI_ISL_539482	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359071	Switzerland/VD-ETHZ-270050/2020	EPI_ISL_541470	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359072	Switzerland/VD-ETHZ-270052/2020	EPI_ISL_541471	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359073	Switzerland/VD-ETHZ-270056/2020	EPI_ISL_541472	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359074	Switzerland/VD-ETHZ-270064/2020	EPI_ISL_541473	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359075	Switzerland/VD-ETHZ-270065/2020	EPI_ISL_541474	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359076	Switzerland/VD-ETHZ-270066/2020	EPI_ISL_541475	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359077	Switzerland/VD-ETHZ-270072/2020	EPI_ISL_541476	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359078	Switzerland/VD-ETHZ-270075/2020	EPI_ISL_541477	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359079	Switzerland/VD-ETHZ-270076/2020	EPI_ISL_541478	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359080	Switzerland/VD-ETHZ-270077/2020	EPI_ISL_541479	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359081	Switzerland/VD-ETHZ-270078/2020	EPI_ISL_541480	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359082	Switzerland/VD-ETHZ-270080/2020	EPI_ISL_541481	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359083	Switzerland/VD-ETHZ-270095/2020	EPI_ISL_541482	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359084	Switzerland/VD-ETHZ-270097/2020	EPI_ISL_541483	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359085	Switzerland/VD-ETHZ-270098/2020	EPI_ISL_541484	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359086	Switzerland/VD-ETHZ-270102/2020	EPI_ISL_541485	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359087	Switzerland/VD-ETHZ-270103/2020	EPI_ISL_541486	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359088	Switzerland/VD-ETHZ-270113/2020	EPI_ISL_541487	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359089	Switzerland/VD-ETHZ-270114/2020	EPI_ISL_541488	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359090	Switzerland/VD-ETHZ-270115/2020	EPI_ISL_541489	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359091	Switzerland/VD-ETHZ-270122/2020	EPI_ISL_541490	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359092	Switzerland/VD-ETHZ-270123/2020	EPI_ISL_541491	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359093	Switzerland/VD-ETHZ-270124/2020	EPI_ISL_541492	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359094	Switzerland/VD-ETHZ-270125/2020	EPI_ISL_541493	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359095	Switzerland/VD-ETHZ-270129/2020	EPI_ISL_541494	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359096	Switzerland/VD-ETHZ-270168/2020	EPI_ISL_541495	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359097	Switzerland/VD-ETHZ-270169/2020	EPI_ISL_541496	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359098	Switzerland/VD-ETHZ-270173/2020	EPI_ISL_541497	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359099	Switzerland/VD-ETHZ-270174/2020	EPI_ISL_541498	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359100	Switzerland/VD-ETHZ-270175/2020	EPI_ISL_541499	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359101	Switzerland/VD-ETHZ-270177/2020	EPI_ISL_541500	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359102	Switzerland/VD-ETHZ-270187/2020	EPI_ISL_541501	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359103	Switzerland/VD-ETHZ-270188/2020	EPI_ISL_541502	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359104	Switzerland/VD-ETHZ-270199/2020	EPI_ISL_541503	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359105	Switzerland/VD-ETHZ-270200/2020	EPI_ISL_541504	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359106	Switzerland/VD-ETHZ-270201/2020	EPI_ISL_541505	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359107	Switzerland/VD-ETHZ-270202/2020	EPI_ISL_541506	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359108	Switzerland/VD-ETHZ-280074/2020	EPI_ISL_560485	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359109	Switzerland/VD-ETHZ-280075/2020	EPI_ISL_560486	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359110	Switzerland/VD-ETHZ-280076/2020	EPI_ISL_560487	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359111	Switzerland/VD-ETHZ-280077/2020	EPI_ISL_560488	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359112	Switzerland/VD-ETHZ-280099/2020	EPI_ISL_560489	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
359113	Switzerland/VD-ETHZ-280100/2020	EPI_ISL_560490	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
