	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
353992	Switzerland/BL-42486167/2020	EPI_ISL_830774	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353993	Switzerland/BL-42487049/2020	EPI_ISL_830766	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353994	Switzerland/BL-42488058/2020	EPI_ISL_830762	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353995	Switzerland/BL-42488381/2020	EPI_ISL_830760	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353996	Switzerland/BL-42488662/2020	EPI_ISL_830767	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353997	Switzerland/BL-42488903/2020	EPI_ISL_830751	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353998	Switzerland/BL-42488904/2020	EPI_ISL_830742	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
353999	Switzerland/BL-42491892/2020	EPI_ISL_830753	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
354005	Switzerland/BL-65252178/2020	EPI_ISL_581905	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
354006	Switzerland/BL-65254607/2020	EPI_ISL_581962	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Madlen Stange et al
354007	Switzerland/BL-65262130/2020	EPI_ISL_830756	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
354008	Switzerland/BL-65262698/2020	EPI_ISL_830759	University Hospital Basel, Clinical Virology	University Hospital Basel, Clinical Bacteriology	Tim Roloff et al
354104	Switzerland/BL-ETHZ-130021/2020	EPI_ISL_467013	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354105	Switzerland/BL-ETHZ-140000/2020	EPI_ISL_476079	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354106	Switzerland/BL-ETHZ-140020/2020	EPI_ISL_476090	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354107	Switzerland/BL-ETHZ-140032/2020	EPI_ISL_476094	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354114	Switzerland/BL-ETHZ-150014/2020	EPI_ISL_483653	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354115	Switzerland/BL-ETHZ-160010/2020	EPI_ISL_486507	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354116	Switzerland/BL-ETHZ-170006/2020	EPI_ISL_486521	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354117	Switzerland/BL-ETHZ-170007/2020	EPI_ISL_486522	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354118	Switzerland/BL-ETHZ-170013/2020	EPI_ISL_486526	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354119	Switzerland/BL-ETHZ-170015/2020	EPI_ISL_486528	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354120	Switzerland/BL-ETHZ-170025/2020	EPI_ISL_486537	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354121	Switzerland/BL-ETHZ-180038/2020	EPI_ISL_489976	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354122	Switzerland/BL-ETHZ-190006/2020	EPI_ISL_498624	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354123	Switzerland/BL-ETHZ-190016/2020	EPI_ISL_500881	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354124	Switzerland/BL-ETHZ-190034/2020	EPI_ISL_500897	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354125	Switzerland/BL-ETHZ-190036/2020	EPI_ISL_500899	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354126	Switzerland/BL-ETHZ-190047/2020	EPI_ISL_500909	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354127	Switzerland/BL-ETHZ-190049/2020	EPI_ISL_500910	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354128	Switzerland/BL-ETHZ-190050/2020	EPI_ISL_500911	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354129	Switzerland/BL-ETHZ-190051/2020	EPI_ISL_500912	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354130	Switzerland/BL-ETHZ-190052/2020	EPI_ISL_500913	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354131	Switzerland/BL-ETHZ-190055/2020	EPI_ISL_500916	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354132	Switzerland/BL-ETHZ-190059/2020	EPI_ISL_500920	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354133	Switzerland/BL-ETHZ-190060/2020	EPI_ISL_500921	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354134	Switzerland/BL-ETHZ-190061/2020	EPI_ISL_500922	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354135	Switzerland/BL-ETHZ-190071/2020	EPI_ISL_500929	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354136	Switzerland/BL-ETHZ-190075/2020	EPI_ISL_500933	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354137	Switzerland/BL-ETHZ-190076/2020	EPI_ISL_500934	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354138	Switzerland/BL-ETHZ-190078/2020	EPI_ISL_500935	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354139	Switzerland/BL-ETHZ-190083/2020	EPI_ISL_500939	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354140	Switzerland/BL-ETHZ-190086/2020	EPI_ISL_500942	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354141	Switzerland/BL-ETHZ-190090/2020	EPI_ISL_500945	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354142	Switzerland/BL-ETHZ-200000/2020	EPI_ISL_510690	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354143	Switzerland/BL-ETHZ-200001/2020	EPI_ISL_510691	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354144	Switzerland/BL-ETHZ-200004/2020	EPI_ISL_510694	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354145	Switzerland/BL-ETHZ-200006/2020	EPI_ISL_510696	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354146	Switzerland/BL-ETHZ-200012/2020	EPI_ISL_510701	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354147	Switzerland/BL-ETHZ-200015/2020	EPI_ISL_510704	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354148	Switzerland/BL-ETHZ-200018/2020	EPI_ISL_510707	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354149	Switzerland/BL-ETHZ-200024/2020	EPI_ISL_510713	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354150	Switzerland/BL-ETHZ-200036/2020	EPI_ISL_510724	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354151	Switzerland/BL-ETHZ-200038/2020	EPI_ISL_510726	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354152	Switzerland/BL-ETHZ-200039/2020	EPI_ISL_510727	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354153	Switzerland/BL-ETHZ-200045/2020	EPI_ISL_510730	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354154	Switzerland/BL-ETHZ-200052/2020	EPI_ISL_510736	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354155	Switzerland/BL-ETHZ-200053/2020	EPI_ISL_510737	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354156	Switzerland/BL-ETHZ-200056/2020	EPI_ISL_510740	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354157	Switzerland/BL-ETHZ-200059/2020	EPI_ISL_510741	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354158	Switzerland/BL-ETHZ-200062/2020	EPI_ISL_510744	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354159	Switzerland/BL-ETHZ-210006/2020	EPI_ISL_510754	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354160	Switzerland/BL-ETHZ-210007/2020	EPI_ISL_510755	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354161	Switzerland/BL-ETHZ-210008/2020	EPI_ISL_510756	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354162	Switzerland/BL-ETHZ-210018/2020	EPI_ISL_510764	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354163	Switzerland/BL-ETHZ-210019/2020	EPI_ISL_510765	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354164	Switzerland/BL-ETHZ-210041/2020	EPI_ISL_510782	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354165	Switzerland/BL-ETHZ-210050/2020	EPI_ISL_510787	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354166	Switzerland/BL-ETHZ-210056/2020	EPI_ISL_510790	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354167	Switzerland/BL-ETHZ-210064/2020	EPI_ISL_510796	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354168	Switzerland/BL-ETHZ-210071/2020	EPI_ISL_510801	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354169	Switzerland/BL-ETHZ-210074/2020	EPI_ISL_510804	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354170	Switzerland/BL-ETHZ-220001/2020	EPI_ISL_511994	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354171	Switzerland/BL-ETHZ-220011/2020	EPI_ISL_511998	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354172	Switzerland/BL-ETHZ-220036/2020	EPI_ISL_512017	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354173	Switzerland/BL-ETHZ-220041/2020	EPI_ISL_512021	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354174	Switzerland/BL-ETHZ-220046/2020	EPI_ISL_512024	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354175	Switzerland/BL-ETHZ-220064/2020	EPI_ISL_512033	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354176	Switzerland/BL-ETHZ-220067/2020	EPI_ISL_512036	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354177	Switzerland/BL-ETHZ-220079/2020	EPI_ISL_512047	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354178	Switzerland/BL-ETHZ-220088/2020	EPI_ISL_512053	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354179	Switzerland/BL-ETHZ-230006/2020	EPI_ISL_516557	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354180	Switzerland/BL-ETHZ-230016/2020	EPI_ISL_516559	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354181	Switzerland/BL-ETHZ-230017/2020	EPI_ISL_516560	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354182	Switzerland/BL-ETHZ-230018/2020	EPI_ISL_516561	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354183	Switzerland/BL-ETHZ-230019/2020	EPI_ISL_516562	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354184	Switzerland/BL-ETHZ-230021/2020	EPI_ISL_516564	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354185	Switzerland/BL-ETHZ-230022/2020	EPI_ISL_516565	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354186	Switzerland/BL-ETHZ-230023/2020	EPI_ISL_516566	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354187	Switzerland/BL-ETHZ-230024/2020	EPI_ISL_516567	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354188	Switzerland/BL-ETHZ-230025/2020	EPI_ISL_516568	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354189	Switzerland/BL-ETHZ-230028/2020	EPI_ISL_516569	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354190	Switzerland/BL-ETHZ-230029/2020	EPI_ISL_516570	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354191	Switzerland/BL-ETHZ-230038/2020	EPI_ISL_516578	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354192	Switzerland/BL-ETHZ-230046/2020	EPI_ISL_516585	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354193	Switzerland/BL-ETHZ-230047/2020	EPI_ISL_516586	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354194	Switzerland/BL-ETHZ-230048/2020	EPI_ISL_516587	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354195	Switzerland/BL-ETHZ-240000/2020	EPI_ISL_721678	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354196	Switzerland/BL-ETHZ-240001/2020	EPI_ISL_523856	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354197	Switzerland/BL-ETHZ-240010/2020	EPI_ISL_523865	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354198	Switzerland/BL-ETHZ-240017/2020	EPI_ISL_523868	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354199	Switzerland/BL-ETHZ-240018/2020	EPI_ISL_523869	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354200	Switzerland/BL-ETHZ-240020/2020	EPI_ISL_523871	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354201	Switzerland/BL-ETHZ-240021/2020	EPI_ISL_523872	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354202	Switzerland/BL-ETHZ-240022/2020	EPI_ISL_523873	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354203	Switzerland/BL-ETHZ-240023/2020	EPI_ISL_523874	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354204	Switzerland/BL-ETHZ-240041/2020	EPI_ISL_523883	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354205	Switzerland/BL-ETHZ-240045/2020	EPI_ISL_523887	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354206	Switzerland/BL-ETHZ-240046/2020	EPI_ISL_523888	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354207	Switzerland/BL-ETHZ-240050/2020	EPI_ISL_523891	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354208	Switzerland/BL-ETHZ-240062/2020	EPI_ISL_523902	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354209	Switzerland/BL-ETHZ-240072/2020	EPI_ISL_523910	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354210	Switzerland/BL-ETHZ-240084/2020	EPI_ISL_523921	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354211	Switzerland/BL-ETHZ-250064/2020	EPI_ISL_535590	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354212	Switzerland/BL-ETHZ-250075/2020	EPI_ISL_535598	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354213	Switzerland/BL-ETHZ-250076/2020	EPI_ISL_535599	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354214	Switzerland/BL-ETHZ-250077/2020	EPI_ISL_535600	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354215	Switzerland/BL-ETHZ-250087/2020	EPI_ISL_535606	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354216	Switzerland/BL-ETHZ-250088/2020	EPI_ISL_535607	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354217	Switzerland/BL-ETHZ-250090/2020	EPI_ISL_535608	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354218	Switzerland/BL-ETHZ-250105/2020	EPI_ISL_535620	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354219	Switzerland/BL-ETHZ-250106/2020	EPI_ISL_535621	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354220	Switzerland/BL-ETHZ-250123/2020	EPI_ISL_535631	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354221	Switzerland/BL-ETHZ-250125/2020	EPI_ISL_535633	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354222	Switzerland/BL-ETHZ-250126/2020	EPI_ISL_535634	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354223	Switzerland/BL-ETHZ-260009/2020	EPI_ISL_539347	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354224	Switzerland/BL-ETHZ-260024/2020	EPI_ISL_539358	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354225	Switzerland/BL-ETHZ-260030/2020	EPI_ISL_539363	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354226	Switzerland/BL-ETHZ-260031/2020	EPI_ISL_539364	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354227	Switzerland/BL-ETHZ-260032/2020	EPI_ISL_539365	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354228	Switzerland/BL-ETHZ-260044/2020	EPI_ISL_539374	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354229	Switzerland/BL-ETHZ-260048/2020	EPI_ISL_539376	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354230	Switzerland/BL-ETHZ-260054/2020	EPI_ISL_539381	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354231	Switzerland/BL-ETHZ-260058/2020	EPI_ISL_539384	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354232	Switzerland/BL-ETHZ-260074/2020	EPI_ISL_539396	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354233	Switzerland/BL-ETHZ-260075/2020	EPI_ISL_539397	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354234	Switzerland/BL-ETHZ-260079/2020	EPI_ISL_539401	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354235	Switzerland/BL-ETHZ-260112/2020	EPI_ISL_539421	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354236	Switzerland/BL-ETHZ-260113/2020	EPI_ISL_539422	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354237	Switzerland/BL-ETHZ-260114/2020	EPI_ISL_539423	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354238	Switzerland/BL-ETHZ-260115/2020	EPI_ISL_539424	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354239	Switzerland/BL-ETHZ-260116/2020	EPI_ISL_539425	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354240	Switzerland/BL-ETHZ-260162/2020	EPI_ISL_539455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354241	Switzerland/BL-ETHZ-260163/2020	EPI_ISL_539456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354242	Switzerland/BL-ETHZ-260165/2020	EPI_ISL_539457	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354243	Switzerland/BL-ETHZ-260171/2020	EPI_ISL_539462	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354244	Switzerland/BL-ETHZ-260178/2020	EPI_ISL_539469	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354245	Switzerland/BL-ETHZ-270079/2020	EPI_ISL_541447	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354246	Switzerland/BL-ETHZ-270101/2020	EPI_ISL_541448	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354247	Switzerland/BL-ETHZ-270108/2020	EPI_ISL_541449	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354248	Switzerland/BL-ETHZ-270134/2020	EPI_ISL_541450	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354249	Switzerland/BL-ETHZ-270140/2020	EPI_ISL_541451	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354250	Switzerland/BL-ETHZ-270149/2020	EPI_ISL_541452	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354251	Switzerland/BL-ETHZ-270150/2020	EPI_ISL_541453	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354252	Switzerland/BL-ETHZ-270153/2020	EPI_ISL_541454	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354253	Switzerland/BL-ETHZ-270159/2020	EPI_ISL_541455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354254	Switzerland/BL-ETHZ-270160/2020	EPI_ISL_541456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354255	Switzerland/BL-ETHZ-270171/2020	EPI_ISL_541457	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354256	Switzerland/BL-ETHZ-270210/2020	EPI_ISL_541458	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354257	Switzerland/BL-ETHZ-270213/2020	EPI_ISL_541459	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354258	Switzerland/BL-ETHZ-270214/2020	EPI_ISL_541460	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354259	Switzerland/BL-ETHZ-270215/2020	EPI_ISL_541461	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354260	Switzerland/BL-ETHZ-270216/2020	EPI_ISL_541462	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354261	Switzerland/BL-ETHZ-280081/2020	EPI_ISL_560455	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354262	Switzerland/BL-ETHZ-280082/2020	EPI_ISL_560456	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354263	Switzerland/BL-ETHZ-280084/2020	EPI_ISL_560457	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354264	Switzerland/BL-ETHZ-280122/2020	EPI_ISL_560458	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354265	Switzerland/BL-ETHZ-280150/2020	EPI_ISL_560459	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354266	Switzerland/BL-ETHZ-280151/2020	EPI_ISL_560460	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354267	Switzerland/BL-ETHZ-280152/2020	EPI_ISL_560461	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354268	Switzerland/BL-ETHZ-280180/2020	EPI_ISL_560462	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354269	Switzerland/BL-ETHZ-280184/2020	EPI_ISL_560463	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354270	Switzerland/BL-ETHZ-280187/2020	EPI_ISL_560464	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354271	Switzerland/BL-ETHZ-280189/2020	EPI_ISL_560465	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354272	Switzerland/BL-ETHZ-280190/2020	EPI_ISL_560466	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354273	Switzerland/BL-ETHZ-280215/2020	EPI_ISL_560467	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354274	Switzerland/BL-ETHZ-280221/2020	EPI_ISL_560468	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354275	Switzerland/BL-ETHZ-280232/2020	EPI_ISL_560469	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354276	Switzerland/BL-ETHZ-300237/2020	EPI_ISL_603270	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354277	Switzerland/BL-ETHZ-300238/2020	EPI_ISL_603271	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354278	Switzerland/BL-ETHZ-300309/2020	EPI_ISL_603341	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354279	Switzerland/BL-ETHZ-300310/2020	EPI_ISL_603342	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
354280	Switzerland/BL-ETHZ-300313/2020	EPI_ISL_603345	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
