	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
285653	Netherlands/FR-RIVM-20070/2020	EPI_ISL_723252	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285654	Netherlands/FR-RIVM-20100/2020	EPI_ISL_723277	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285655	Netherlands/FR-RIVM-20101/2020	EPI_ISL_723278	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285656	Netherlands/FR-RIVM-20102/2020	EPI_ISL_723279	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285657	Netherlands/FR-RIVM-20146/2020	EPI_ISL_723316	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285658	Netherlands/FR-RIVM-20147/2020	EPI_ISL_723317	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285659	Netherlands/FR-RIVM-20153/2020	EPI_ISL_723323	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285660	Netherlands/FR-RIVM-20194/2020	EPI_ISL_723348	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285661	Netherlands/FR-RIVM-20195/2020	EPI_ISL_723349	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285662	Netherlands/FR-RIVM-20196/2020	EPI_ISL_723350	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285663	Netherlands/FR-RIVM-20197/2020	EPI_ISL_723351	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285664	Netherlands/FR-RIVM-20198/2020	EPI_ISL_723352	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285665	Netherlands/FR-RIVM-20199/2020	EPI_ISL_723353	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285666	Netherlands/FR-RIVM-20200/2020	EPI_ISL_723354	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285667	Netherlands/FR-RIVM-20201/2020	EPI_ISL_723355	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285668	Netherlands/FR-RIVM-20202/2020	EPI_ISL_723201	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285669	Netherlands/FR-RIVM-20203/2020	EPI_ISL_723356	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285670	Netherlands/FR-RIVM-20204/2020	EPI_ISL_723357	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285671	Netherlands/FR-RIVM-20205/2020	EPI_ISL_723358	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285672	Netherlands/FR-RIVM-20212/2020	EPI_ISL_723365	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285673	Netherlands/FR-RIVM-20255/2020	EPI_ISL_723402	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285674	Netherlands/FR-RIVM-20301/2020	EPI_ISL_723440	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285675	Netherlands/FR-RIVM-20302/2020	EPI_ISL_723441	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285676	Netherlands/FR-RIVM-20303/2020	EPI_ISL_723442	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285677	Netherlands/FR-RIVM-20304/2020	EPI_ISL_723443	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285678	Netherlands/FR-RIVM-20305/2020	EPI_ISL_723444	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285679	Netherlands/FR-RIVM-20306/2020	EPI_ISL_723445	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285680	Netherlands/FR-RIVM-20316/2020	EPI_ISL_723454	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285681	Netherlands/FR-RIVM-20360/2020	EPI_ISL_728580	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285682	Netherlands/FR-RIVM-20361/2020	EPI_ISL_728581	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285683	Netherlands/FR-RIVM-20362/2020	EPI_ISL_728582	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285684	Netherlands/FR-RIVM-20370/2020	EPI_ISL_728590	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285685	Netherlands/FR-RIVM-20371/2020	EPI_ISL_728591	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285686	Netherlands/FR-RIVM-20384/2020	EPI_ISL_728604	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285687	Netherlands/FR-RIVM-20385/2020	EPI_ISL_728605	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285688	Netherlands/FR-RIVM-20386/2020	EPI_ISL_728606	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285689	Netherlands/FR-RIVM-20387/2020	EPI_ISL_728607	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285690	Netherlands/FR-RIVM-20388/2020	EPI_ISL_728608	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285691	Netherlands/FR-RIVM-20389/2020	EPI_ISL_728609	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285692	Netherlands/FR-RIVM-20426/2020	EPI_ISL_728646	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285693	Netherlands/FR-RIVM-20551/2020	EPI_ISL_790638	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285694	Netherlands/FR-RIVM-20552/2020	EPI_ISL_790639	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285695	Netherlands/FR-RIVM-20553/2020	EPI_ISL_790640	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285696	Netherlands/FR-RIVM-20554/2020	EPI_ISL_790641	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285697	Netherlands/FR-RIVM-20555/2020	EPI_ISL_790642	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285698	Netherlands/FR-RIVM-20556/2020	EPI_ISL_790624	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285699	Netherlands/FR-RIVM-20557/2020	EPI_ISL_790625	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285700	Netherlands/FR-RIVM-20559/2020	EPI_ISL_790644	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285701	Netherlands/FR-RIVM-20561/2020	EPI_ISL_790646	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285702	Netherlands/FR-RIVM-20583/2020	EPI_ISL_790667	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285703	Netherlands/FR-RIVM-20777/2020	EPI_ISL_790918	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285704	Netherlands/FR-RIVM-20809/2020	EPI_ISL_790866	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285705	Netherlands/FR-RIVM-20810/2020	EPI_ISL_790867	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285706	Netherlands/FR-RIVM-20811/2020	EPI_ISL_790868	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285707	Netherlands/FR-RIVM-20812/2020	EPI_ISL_790869	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285708	Netherlands/FR-RIVM-20814/2020	EPI_ISL_790582	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285709	Netherlands/FR-RIVM-20815/2020	EPI_ISL_790871	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285710	Netherlands/FR-RIVM-20816/2020	EPI_ISL_790872	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285711	Netherlands/FR-RIVM-20817/2020	EPI_ISL_790873	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285712	Netherlands/FR-RIVM-20856/2020	EPI_ISL_790575	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285713	Netherlands/FR-RIVM-20858/2020	EPI_ISL_790827	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285714	Netherlands/FR-RIVM-20861/2020	EPI_ISL_790830	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285715	Netherlands/FR-RIVM-20862/2020	EPI_ISL_790831	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285716	Netherlands/FR-RIVM-20884/2020	EPI_ISL_790606	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285717	Netherlands/FR-RIVM-20895/2020	EPI_ISL_790932	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285718	Netherlands/FR-RIVM-20927/2020	EPI_ISL_790954	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285719	Netherlands/FR-RIVM-20928/2020	EPI_ISL_790955	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285720	Netherlands/FR-RIVM-20929/2020	EPI_ISL_790956	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285721	Netherlands/FR-RIVM-20930/2020	EPI_ISL_790957	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285722	Netherlands/FR-RIVM-20931/2020	EPI_ISL_790958	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285723	Netherlands/FR-RIVM-21038/2020	EPI_ISL_791052	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285724	Netherlands/FR-RIVM-21107/2020	EPI_ISL_824041	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285725	Netherlands/FR-RIVM-21108/2020	EPI_ISL_824042	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285726	Netherlands/FR-RIVM-21109/2020	EPI_ISL_824043	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285727	Netherlands/FR-RIVM-21110/2020	EPI_ISL_824044	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285728	Netherlands/FR-RIVM-21111/2020	EPI_ISL_824045	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285729	Netherlands/FR-RIVM-21112/2020	EPI_ISL_824046	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285730	Netherlands/FR-RIVM-21113/2020	EPI_ISL_824047	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285731	Netherlands/FR-RIVM-21114/2020	EPI_ISL_824048	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285732	Netherlands/FR-RIVM-21133/2020	EPI_ISL_824056	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285733	Netherlands/FR-RIVM-21134/2020	EPI_ISL_824057	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285734	Netherlands/FR-RIVM-21135/2020	EPI_ISL_824058	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285735	Netherlands/FR-RIVM-21136/2020	EPI_ISL_824059	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285736	Netherlands/FR-RIVM-21399/2020	EPI_ISL_905414	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285737	Netherlands/FR-RIVM-21400/2020	EPI_ISL_905418	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285738	Netherlands/FR-RIVM-21420/2020	EPI_ISL_905483	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285739	Netherlands/FR-RIVM-21421/2020	EPI_ISL_905484	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285740	Netherlands/FR-RIVM-21510/2020	EPI_ISL_904972	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285741	Netherlands/FR-RIVM-21511/2020	EPI_ISL_904992	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285742	Netherlands/FR-RIVM-21512/2020	EPI_ISL_904994	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285743	Netherlands/FR-RIVM-21513/2020	EPI_ISL_905004	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285744	Netherlands/FR-RIVM-21672/2020	EPI_ISL_904784	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285745	Netherlands/FR-RIVM-21674/2020	EPI_ISL_904785	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
285753	Netherlands/Flevoland_16/2020	EPI_ISL_460839	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285754	Netherlands/Flevoland_17/2020	EPI_ISL_460840	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285755	Netherlands/Flevoland_18/2020	EPI_ISL_460841	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285807	Netherlands/GE-EMC-164/2020	EPI_ISL_523147	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285808	Netherlands/GE-EMC-165/2020	EPI_ISL_523148	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285809	Netherlands/GE-EMC-166/2020	EPI_ISL_523149	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285810	Netherlands/GE-EMC-167/2020	EPI_ISL_523150	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285811	Netherlands/GE-EMC-168/2020	EPI_ISL_523151	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285812	Netherlands/GE-EMC-169/2020	EPI_ISL_523152	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285813	Netherlands/GE-EMC-170/2020	EPI_ISL_523153	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285814	Netherlands/GE-EMC-171/2020	EPI_ISL_523154	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285815	Netherlands/GE-EMC-172/2020	EPI_ISL_523155	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285816	Netherlands/GE-EMC-173/2020	EPI_ISL_523156	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
285821	Netherlands/GE-EMC-179/2020	EPI_ISL_523161	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
